mu,scenario,episode,epoch,executed,churn,throughput,feasible
0.0,S1,6,33,True,0,14.0047,True
0.0,S1,6,34,True,0,14.6383,True
0.0,S1,6,35,True,0,11.4945,True
0.0,S1,6,36,True,0,8.2492,True
0.0,S1,6,37,True,0,8.9725,True
0.0,S1,6,38,True,0,11.7522,True
0.0,S1,6,39,True,0,14.5666,True
0.0,S1,6,40,True,0,10.034,True
0.0,S1,6,41,True,0,9.4373,True
0.0,S1,6,42,True,0,15.162,True
0.0,S1,6,43,True,0,12.727,True
0.0,S1,6,44,True,0,14.7542,True
0.0,S1,6,45,True,0,11.8159,True
0.0,S1,6,46,True,0,11.8201,True
0.0,S1,6,47,True,0,10.758,True
0.0,S1,6,48,True,0,10.2607,True
0.0,S1,6,49,True,0,10.4039,True
0.0,S1,6,50,True,0,10.396,True
0.0,S1,6,51,True,0,10.4694,True
0.0,S1,6,52,True,0,13.2801,True
0.0,S1,6,53,True,0,14.31,True
0.0,S1,6,54,True,0,11.1985,True
0.0,S1,6,55,True,0,13.4755,True
0.0,S1,6,56,True,0,9.6733,True
0.0,S1,6,57,True,0,11.085,True
0.0,S1,6,58,True,0,19.0493,True
0.0,S1,6,59,True,0,13.0962,True
0.0,S1,6,60,True,0,11.6371,True
0.0,S1,6,61,True,0,11.1491,True
0.0,S1,6,62,True,0,13.7396,True
0.0,S1,6,63,True,0,7.6692,True
0.0,S1,6,64,True,0,12.0865,True
0.0,S1,6,65,True,0,12.066,True
0.0,S1,6,66,True,0,11.9048,True
0.0,S1,6,67,True,0,9.797,True
0.0,S1,6,68,True,0,11.8633,True
0.0,S1,6,69,True,0,7.606,True
0.0,S1,6,70,True,0,10.394,True
0.0,S1,6,71,True,0,14.0953,True
0.0,S1,6,72,True,0,11.3047,True
0.0,S1,6,73,True,0,11.1612,True
0.0,S1,6,74,True,0,12.0067,True
0.0,S1,6,75,True,0,11.2093,True
0.0,S1,6,76,True,1,10.1028,True
0.0,S1,6,77,True,0,9.5476,True
0.0,S1,6,78,True,0,11.6375,True
0.0,S1,6,79,True,0,12.7137,True
0.0,S1,6,80,True,0,13.2377,True
0.0,S1,6,81,True,0,16.2111,True
0.0,S1,6,82,True,0,10.0493,True
0.0,S1,6,83,True,0,11.485,True
0.0,S1,6,84,True,0,13.014,True
0.0,S1,6,85,True,0,14.2144,True
0.0,S1,6,86,True,0,14.5159,True
0.0,S1,6,87,True,0,8.8188,True
0.0,S1,6,88,True,0,11.5544,True
0.0,S1,6,89,True,0,11.6312,True
0.0,S1,6,90,True,0,11.5921,True
0.0,S1,6,91,True,0,7.762,True
0.0,S1,6,92,True,0,12.886,True
0.0,S1,6,93,True,0,12.0306,True
0.0,S1,6,94,True,0,13.5933,True
0.0,S1,6,95,True,0,16.0635,True
0.0,S1,6,96,True,0,16.8359,True
0.0,S1,6,97,True,0,15.6791,True
0.0,S1,6,98,True,0,10.3254,True
0.0,S1,6,99,True,0,8.707,True
0.0,S1,7,0,True,0,13.4567,True
0.0,S1,7,1,True,0,11.5504,True
0.0,S1,7,2,True,0,21.2481,True
0.0,S1,7,3,True,0,16.0439,True
0.0,S1,7,4,True,0,16.1382,True
0.0,S1,7,5,True,0,14.6995,True
0.0,S1,7,6,True,0,15.2395,True
0.0,S1,7,7,True,3,14.3642,True
0.0,S1,7,8,True,0,10.7511,True
0.0,S1,7,9,True,0,16.9382,True
0.0,S1,7,10,True,0,16.5423,True
0.0,S1,7,11,True,2,13.7812,True
0.0,S1,7,12,True,0,13.7427,True
0.0,S1,7,13,True,0,15.8805,True
0.0,S1,7,14,True,0,15.7569,True
0.0,S1,7,15,True,0,18.6307,True
0.0,S1,7,16,True,0,10.5491,True
0.0,S1,7,17,True,0,12.2477,True
0.0,S1,7,18,True,0,16.0562,True
0.0,S1,7,19,True,0,18.3567,True
0.0,S1,7,20,True,0,15.1239,True
0.0,S1,7,21,True,0,11.5882,True
0.0,S1,7,22,True,0,12.2193,True
0.0,S1,7,23,True,0,11.0084,True
0.0,S1,7,24,True,0,14.5864,True
0.0,S1,7,25,True,0,14.4849,True
0.0,S1,7,26,True,0,18.8345,True
0.0,S1,7,27,True,0,13.064,True
0.0,S1,7,28,True,0,16.6371,True
0.0,S1,7,29,True,0,15.0861,True
0.0,S1,7,30,True,0,13.515,True
0.0,S1,7,31,True,0,15.4065,True
0.0,S1,7,32,True,0,16.2982,True
0.0,S1,7,33,True,0,17.3852,True
0.0,S1,7,34,True,0,15.6111,True
0.0,S1,7,35,True,0,9.5691,True
0.0,S1,7,36,True,0,13.662,True
0.0,S1,7,37,True,0,15.2026,True
0.0,S1,7,38,True,0,17.2239,True
0.0,S1,7,39,True,1,9.7838,True
0.0,S1,7,40,True,0,14.4442,True
0.0,S1,7,41,True,0,18.6243,True
0.0,S1,7,42,True,0,17.4777,True
0.0,S1,7,43,True,0,18.6417,True
0.0,S1,7,44,True,0,15.8757,True
0.0,S1,7,45,True,0,13.5422,True
0.0,S1,7,46,True,0,16.6575,True
0.0,S1,7,47,True,0,12.7257,True
0.0,S1,7,48,True,0,14.2689,True
0.0,S1,7,49,True,0,17.2035,True
0.0,S1,7,50,True,0,14.4271,True
0.0,S1,7,51,True,0,16.0917,True
0.0,S1,7,52,True,0,18.2305,True
0.0,S1,7,53,True,0,11.3781,True
0.0,S1,7,54,True,0,15.3364,True
0.0,S1,7,55,True,0,11.4546,True
0.0,S1,7,56,True,0,15.1089,True
0.0,S1,7,57,True,0,20.5097,True
0.0,S1,7,58,True,0,17.8439,True
0.0,S1,7,59,True,0,15.1675,True
0.0,S1,7,60,True,0,13.1259,True
0.0,S1,7,61,True,0,17.3544,True
0.0,S1,7,62,True,0,12.1498,True
0.0,S1,7,63,True,0,15.0898,True
0.0,S1,7,64,True,0,15.2493,True
0.0,S1,7,65,True,0,11.0278,True
0.0,S1,7,66,True,0,16.2712,True
0.0,S1,7,67,True,0,16.1279,True
0.0,S1,7,68,True,0,10.7442,True
0.0,S1,7,69,True,0,14.0866,True
0.0,S1,7,70,True,0,17.814,True
0.0,S1,7,71,True,0,15.1724,True
0.0,S1,7,72,True,0,13.3858,True
0.0,S1,7,73,True,0,12.9775,True
0.0,S1,7,74,True,0,15.2353,True
0.0,S1,7,75,True,0,13.5237,True
0.0,S1,7,76,True,0,13.968,True
0.0,S1,7,77,True,0,12.6937,True
0.0,S1,7,78,True,0,14.4868,True
0.0,S1,7,79,True,0,12.9765,True
0.0,S1,7,80,True,0,18.0388,True
0.0,S1,7,81,True,0,14.8882,True
0.0,S1,7,82,True,0,15.0877,True
0.0,S1,7,83,True,0,16.762,True
0.0,S1,7,84,True,0,16.7259,True
0.0,S1,7,85,True,0,17.4081,True
0.0,S1,7,86,True,0,12.4677,True
0.0,S1,7,87,True,0,17.2446,True
0.0,S1,7,88,True,0,13.2996,True
0.0,S1,7,89,True,0,13.1537,True
0.0,S1,7,90,True,0,11.7121,True
0.0,S1,7,91,True,0,14.797,True
0.0,S1,7,92,True,0,16.4947,True
0.0,S1,7,93,True,0,17.0864,True
0.0,S1,7,94,True,0,17.406,True
0.0,S1,7,95,True,0,20.2578,True
0.0,S1,7,96,True,0,19.4629,True
0.0,S1,7,97,True,0,12.9209,True
0.0,S1,7,98,True,0,14.581,True
0.0,S1,7,99,True,0,18.9837,True
0.0,S1,8,0,True,0,9.4426,True
0.0,S1,8,1,True,1,20.1562,True
0.0,S1,8,2,True,0,12.3146,True
0.0,S1,8,3,True,3,16.3242,True
0.0,S1,8,4,True,0,14.5167,True
0.0,S1,8,5,True,1,15.2717,True
0.0,S1,8,6,True,0,13.7961,True
0.0,S1,8,7,True,0,14.164,True
0.0,S1,8,8,True,0,18.0613,True
0.0,S1,8,9,True,0,17.9978,True
0.0,S1,8,10,True,0,14.7837,True
0.0,S1,8,11,True,0,13.9813,True
0.0,S1,8,12,True,0,15.6916,True
0.0,S1,8,13,True,0,13.3166,True
0.0,S1,8,14,True,0,16.4635,True
0.0,S1,8,15,True,0,10.5369,True
0.0,S1,8,16,True,0,11.6525,True
0.0,S1,8,17,True,0,16.4116,True
0.0,S1,8,18,True,0,17.337,True
0.0,S1,8,19,True,0,14.9142,True
0.0,S1,8,20,True,0,9.4417,True
0.0,S1,8,21,True,0,11.6588,True
0.0,S1,8,22,True,0,9.6023,True
0.0,S1,8,23,True,0,14.9664,True
0.0,S1,8,24,True,0,14.0066,True
0.0,S1,8,25,True,0,18.7273,True
0.0,S1,8,26,True,0,12.6735,True
0.0,S1,8,27,True,0,17.0052,True
0.0,S1,8,28,True,0,15.0959,True
0.0,S1,8,29,True,0,14.0423,True
0.0,S1,8,30,True,0,13.2854,True
0.0,S1,8,31,True,0,15.5686,True
0.0,S1,8,32,True,0,16.6072,True
0.0,S1,8,33,True,0,14.0976,True
0.0,S1,8,34,True,0,9.5916,True
0.0,S1,8,35,True,0,12.6936,True
0.0,S1,8,36,True,0,14.532,True
0.0,S1,8,37,True,0,16.233,True
0.0,S1,8,38,True,0,10.7653,True
0.0,S1,8,39,True,0,12.4797,True
0.0,S1,8,40,True,0,17.5366,True
0.0,S1,8,41,True,0,15.0286,True
0.0,S1,8,42,True,0,17.5422,True
0.0,S1,8,43,True,0,16.4118,True
0.0,S1,8,44,True,0,14.0418,True
0.0,S1,8,45,True,0,16.7351,True
0.0,S1,8,46,True,0,13.3269,True
0.0,S1,8,47,True,0,13.3246,True
0.0,S1,8,48,True,0,15.6016,True
0.0,S1,8,49,True,0,14.0993,True
0.0,S1,8,50,True,0,15.6205,True
0.0,S1,8,51,True,0,16.1201,True
0.0,S1,8,52,True,0,12.6287,True
0.0,S1,8,53,True,0,17.0888,True
0.0,S1,8,54,True,0,11.3217,True
0.0,S1,8,55,True,0,14.2852,True
0.0,S1,8,56,True,0,19.0946,True
0.0,S1,8,57,True,0,15.9643,True
0.0,S1,8,58,True,0,14.076,True
0.0,S1,8,59,True,0,13.0323,True
0.0,S1,8,60,True,0,16.6668,True
0.0,S1,8,61,True,0,11.0345,True
0.0,S1,8,62,True,0,15.3276,True
0.0,S1,8,63,True,0,14.1565,True
0.0,S1,8,64,True,0,12.1163,True
0.0,S1,8,65,True,0,14.4954,True
0.0,S1,8,66,True,0,14.1674,True
0.0,S1,8,67,True,0,9.7995,True
0.0,S1,8,68,True,0,12.7935,True
0.0,S1,8,69,True,0,16.6222,True
0.0,S1,8,70,True,0,14.8355,True
0.0,S1,8,71,True,0,13.3755,True
0.0,S1,8,72,True,0,12.585,True
0.0,S1,8,73,True,0,14.3824,True
0.0,S1,8,74,True,0,12.5717,True
0.0,S1,8,75,True,0,13.6082,True
0.0,S1,8,76,True,0,13.2958,True
0.0,S1,8,77,True,0,12.9801,True
0.0,S1,8,78,True,0,13.4283,True
0.0,S1,8,79,True,0,18.5212,True
0.0,S1,8,80,True,0,13.0762,True
0.0,S1,8,81,True,0,14.8909,True
0.0,S1,8,82,True,0,15.9526,True
0.0,S1,8,83,True,0,15.4409,True
0.0,S1,8,84,True,0,15.3492,True
0.0,S1,8,85,True,0,9.8923,True
0.0,S1,8,86,True,0,13.7428,True
0.0,S1,8,87,True,0,13.2526,True
0.0,S1,8,88,True,0,13.2612,True
0.0,S1,8,89,True,0,11.2207,True
0.0,S1,8,90,True,0,13.9955,True
0.0,S1,8,91,True,0,14.5412,True
0.0,S1,8,92,True,0,16.2071,True
0.0,S1,8,93,True,0,17.0515,True
0.0,S1,8,94,True,0,18.9088,True
0.0,S1,8,95,True,0,18.163,True
0.0,S1,8,96,True,0,11.9734,True
0.0,S1,8,97,True,0,13.0773,True
0.0,S1,8,98,True,0,16.1121,True
0.0,S1,8,99,True,0,11.4702,True
0.0,S1,9,0,True,0,19.8644,True
0.0,S1,9,1,True,0,14.729,True
0.0,S1,9,2,True,0,14.5938,True
0.0,S1,9,3,True,3,12.4125,True
0.0,S1,9,4,True,5,12.2715,True
0.0,S1,9,5,True,3,11.3719,True
0.0,S1,9,6,True,0,10.1299,True
0.0,S1,9,7,True,0,12.4392,True
0.0,S1,9,8,True,0,15.1763,True
0.0,S1,9,9,True,4,12.0722,True
0.0,S1,9,10,True,3,10.7114,True
0.0,S1,9,11,True,2,12.5905,True
0.0,S1,9,12,True,0,13.0924,True
0.0,S1,9,13,True,0,13.9455,True
0.0,S1,9,14,True,0,7.1851,True
0.0,S1,9,15,True,0,9.9744,True
0.0,S1,9,16,True,0,12.5021,True
0.0,S1,9,17,True,0,12.2824,True
0.0,S1,9,18,True,1,13.2615,True
0.0,S1,9,19,True,1,8.664,True
0.0,S1,9,20,True,0,11.3303,True
0.0,S1,9,21,True,0,8.535,True
0.0,S1,9,22,True,0,11.6604,True
0.0,S1,9,23,True,0,11.9083,True
0.0,S1,9,24,True,0,18.3661,True
0.0,S1,9,25,True,0,12.8936,True
0.0,S1,9,26,True,0,16.108,True
0.0,S1,9,27,True,0,13.9606,True
0.0,S1,9,28,True,0,12.304,True
0.0,S1,9,29,True,0,12.8255,True
0.0,S1,9,30,True,0,14.6126,True
0.0,S1,9,31,True,0,15.1096,True
0.0,S1,9,32,True,0,12.4043,True
0.0,S1,9,33,True,0,8.858,True
0.0,S1,9,34,True,0,10.904,True
0.0,S1,9,35,True,0,12.9862,True
0.0,S1,9,36,True,0,15.7631,True
0.0,S1,9,37,True,0,10.1139,True
0.0,S1,9,38,True,0,11.1258,True
0.0,S1,9,39,True,0,16.5439,True
0.0,S1,9,40,True,0,14.3237,True
0.0,S1,9,41,True,0,16.7797,True
0.0,S1,9,42,True,0,14.9366,True
0.0,S1,9,43,True,0,12.4973,True
0.0,S1,9,44,True,0,14.869,True
0.0,S1,9,45,True,0,9.8928,True
0.0,S1,9,46,True,0,12.5888,True
0.0,S1,9,47,True,0,13.3171,True
0.0,S1,9,48,True,0,12.1088,True
0.0,S1,9,49,True,0,11.5799,True
0.0,S1,9,50,True,0,15.4116,True
0.0,S1,9,51,True,0,11.7109,True
0.0,S1,9,52,True,0,14.5614,True
0.0,S1,9,53,True,0,10.4586,True
0.0,S1,9,54,True,0,12.6137,True
0.0,S1,9,55,True,0,19.3267,True
0.0,S1,9,56,True,0,14.5356,True
0.0,S1,9,57,True,0,13.2782,True
0.0,S1,9,58,True,0,12.0882,True
0.0,S1,9,59,True,0,16.2901,True
0.0,S1,9,60,True,0,8.9448,True
0.0,S1,9,61,True,0,15.0822,True
0.0,S1,9,62,True,0,13.4534,True
0.0,S1,9,63,True,0,11.4829,True
0.0,S1,9,64,True,0,12.8995,True
0.0,S1,9,65,True,0,13.5654,True
0.0,S1,9,66,True,0,9.0639,True
0.0,S1,9,67,True,0,12.0603,True
0.0,S1,9,68,True,0,16.2714,True
0.0,S1,9,69,True,0,13.155,True
0.0,S1,9,70,True,0,12.0234,True
0.0,S1,9,71,True,0,12.6891,True
0.0,S1,9,72,True,0,12.8626,True
0.0,S1,9,73,True,0,10.4322,True
0.0,S1,9,74,True,0,10.995,True
0.0,S1,9,75,True,0,11.9445,True
0.0,S1,9,76,True,0,13.1689,True
0.0,S1,9,77,True,0,12.5991,True
0.0,S1,9,78,True,0,17.5638,True
0.0,S1,9,79,True,0,11.8992,True
0.0,S1,9,80,True,0,13.4456,True
0.0,S1,9,81,True,0,14.965,True
0.0,S1,9,82,True,0,14.984,True
0.0,S1,9,83,True,0,14.2738,True
0.0,S1,9,84,True,0,9.8644,True
0.0,S1,9,85,True,0,14.4269,True
0.0,S1,9,86,True,0,12.5461,True
0.0,S1,9,87,True,0,11.3234,True
0.0,S1,9,88,True,0,8.8544,True
0.0,S1,9,89,True,0,12.8492,True
0.0,S1,9,90,True,0,13.5717,True
0.0,S1,9,91,True,0,16.1858,True
0.0,S1,9,92,True,0,15.6147,True
0.0,S1,9,93,True,0,17.9192,True
0.0,S1,9,94,True,1,18.465,True
0.0,S1,9,95,True,0,11.7495,True
0.0,S1,9,96,True,0,11.9517,True
0.0,S1,9,97,True,0,16.1642,True
0.0,S1,9,98,True,0,10.6798,True
0.0,S1,9,99,True,0,14.7256,True
0.0,S1,10,0,True,0,12.1304,True
0.0,S1,10,1,True,1,13.6705,True
0.0,S1,10,2,True,0,13.801,True
0.0,S1,10,3,True,0,13.2864,True
0.0,S1,10,4,True,5,11.705,True
0.0,S1,10,5,True,4,12.3154,True
0.0,S1,10,6,True,1,17.5873,True
0.0,S1,10,7,True,0,17.026,True
0.0,S1,10,8,True,0,13.0864,True
0.0,S1,10,9,True,0,13.1463,True
0.0,S1,10,10,True,0,15.6326,True
0.0,S1,10,11,True,0,15.6414,True
0.0,S1,10,12,True,0,16.5614,True
0.0,S1,10,13,True,0,9.6827,True
0.0,S1,10,14,True,0,11.6893,True
0.0,S1,10,15,True,0,14.8272,True
0.0,S1,10,16,True,0,16.0293,True
0.0,S1,10,17,True,0,14.9818,True
0.0,S1,10,18,True,2,9.2405,True
0.0,S1,10,19,True,0,10.6998,True
0.0,S1,10,20,True,0,9.5961,True
0.0,S1,10,21,True,0,13.1897,True
0.0,S1,10,22,True,0,13.1355,True
0.0,S1,10,23,True,0,17.2175,True
0.0,S1,10,24,True,0,11.5168,True
0.0,S1,10,25,True,0,15.9117,True
0.0,S1,10,26,True,2,12.9452,True
0.0,S1,10,27,True,1,12.3221,True
0.0,S1,10,28,True,0,12.7798,True
0.0,S1,10,29,True,0,14.6807,True
0.0,S1,10,30,True,0,15.5811,True
0.0,S1,10,31,True,0,14.3197,True
0.0,S1,10,32,True,0,8.6578,True
0.0,S1,10,33,True,0,12.2903,True
0.0,S1,10,34,True,0,14.1594,True
0.0,S1,10,35,True,0,15.7261,True
0.0,S1,10,36,True,1,9.7618,True
0.0,S1,10,37,True,1,12.0567,True
0.0,S1,10,38,True,0,17.1166,True
0.0,S1,10,39,True,0,14.319,True
0.0,S1,10,40,True,0,17.6177,True
0.0,S1,10,41,True,0,14.5079,True
0.0,S1,10,42,True,0,13.2429,True
0.0,S1,10,43,True,0,14.4935,True
0.0,S1,10,44,True,0,13.0293,True
0.0,S1,10,45,True,0,12.7453,True
0.0,S1,10,46,True,0,14.9264,True
0.0,S1,10,47,True,0,14.2359,True
0.0,S1,10,48,True,0,14.9101,True
0.0,S1,10,49,True,0,15.225,True
0.0,S1,10,50,True,0,11.1086,True
0.0,S1,10,51,True,0,15.6666,True
0.0,S1,10,52,True,0,10.0675,True
0.0,S1,10,53,True,0,13.4689,True
0.0,S1,10,54,True,0,18.3629,True
0.0,S1,10,55,True,0,16.062,True
0.0,S1,10,56,True,0,13.6109,True
0.0,S1,10,57,True,0,11.9148,True
0.0,S1,10,58,True,0,16.0875,True
0.0,S1,10,59,True,0,11.2596,True
0.0,S1,10,60,True,0,14.2525,True
0.0,S1,10,61,True,0,13.9351,True
0.0,S1,10,62,True,0,10.7203,True
0.0,S1,10,63,True,0,13.8814,True
0.0,S1,10,64,True,0,13.9685,True
0.0,S1,10,65,True,0,9.8536,True
0.0,S1,10,66,True,0,11.9365,True
0.0,S1,10,67,True,0,15.6355,True
0.0,S1,10,68,True,0,12.8986,True
0.0,S1,10,69,True,0,13.1897,True
0.0,S1,10,70,True,0,11.8307,True
0.0,S1,10,71,True,0,14.2442,True
0.0,S1,10,72,True,0,11.8591,True
0.0,S1,10,73,True,0,13.6916,True
0.0,S1,10,74,True,0,12.2722,True
0.0,S1,10,75,True,0,12.0714,True
0.0,S1,10,76,True,0,12.2861,True
0.0,S1,10,77,True,0,17.0531,True
0.0,S1,10,78,True,0,13.3169,True
0.0,S1,10,79,True,0,13.9652,True
0.0,S1,10,80,True,0,15.2716,True
0.0,S1,10,81,True,0,13.3977,True
0.0,S1,10,82,True,0,14.6575,True
0.0,S1,10,83,True,0,10.1986,True
0.0,S1,10,84,True,0,12.9037,True
0.0,S1,10,85,True,0,11.8628,True
0.0,S1,10,86,True,0,12.5385,True
0.0,S1,10,87,True,0,10.4792,True
0.0,S1,10,88,True,0,14.4655,True
0.0,S1,10,89,True,0,16.0196,True
0.0,S1,10,90,True,0,15.325,True
0.0,S1,10,91,True,0,15.896,True
0.0,S1,10,92,True,0,18.5173,True
0.0,S1,10,93,True,0,16.3899,True
0.0,S1,10,94,True,0,11.9429,True
0.0,S1,10,95,True,0,13.3226,True
0.0,S1,10,96,True,0,16.9038,True
0.0,S1,10,97,True,0,10.9022,True
0.0,S1,10,98,True,0,13.7035,True
0.0,S1,10,99,True,0,15.5625,True
0.0,S1,11,0,True,0,16.1525,True
0.0,S1,11,1,True,0,12.903,True
0.0,S1,11,2,True,0,15.0815,True
0.0,S1,11,3,True,2,13.4913,True
0.0,S1,11,4,True,0,11.3198,True
0.0,S1,11,5,True,0,14.8437,True
0.0,S1,11,6,True,0,16.2709,True
0.0,S1,11,7,True,1,14.4028,True
0.0,S1,11,8,True,0,11.9887,True
0.0,S1,11,9,True,0,15.6636,True
0.0,S1,11,10,True,0,14.2206,True
0.0,S1,11,11,True,0,17.6757,True
0.0,S1,11,12,True,0,9.4185,True
0.0,S1,11,13,True,0,11.1041,True
0.0,S1,11,14,True,0,15.8034,True
0.0,S1,11,15,True,0,16.9979,True
0.0,S1,11,16,True,1,13.172,True
0.0,S1,11,17,True,0,8.6011,True
0.0,S1,11,18,True,0,12.1986,True
0.0,S1,11,19,True,0,8.6088,True
0.0,S1,11,20,True,0,12.2921,True
0.0,S1,11,21,True,0,12.8424,True
0.0,S1,11,22,True,0,18.4972,True
0.0,S1,11,23,True,0,13.2509,True
0.0,S1,11,24,True,0,16.6267,True
0.0,S1,11,25,True,0,14.115,True
0.0,S1,11,26,True,0,12.2709,True
0.0,S1,11,27,True,0,12.65,True
0.0,S1,11,28,True,0,14.5664,True
0.0,S1,11,29,True,0,15.6728,True
0.0,S1,11,30,True,0,12.3821,True
0.0,S1,11,31,True,1,9.3512,True
0.0,S1,11,32,True,0,10.2451,True
0.0,S1,11,33,True,0,12.6378,True
0.0,S1,11,34,True,1,16.3249,True
0.0,S1,11,35,True,0,10.8491,True
0.0,S1,11,36,True,0,9.9719,True
0.0,S1,11,37,True,0,16.1302,True
0.0,S1,11,38,True,0,15.3313,True
0.0,S1,11,39,True,0,16.8005,True
0.0,S1,11,40,True,0,13.9326,True
0.0,S1,11,41,True,0,12.462,True
0.0,S1,11,42,True,0,13.8546,True
0.0,S1,11,43,True,0,8.2557,True
0.0,S1,11,44,True,0,12.3509,True
0.0,S1,11,45,True,0,12.5253,True
0.0,S1,11,46,True,0,12.5049,True
0.0,S1,11,47,True,0,13.8409,True
0.0,S1,11,48,True,0,15.4887,True
0.0,S1,11,49,True,0,10.8754,True
0.0,S1,11,50,True,0,13.0372,True
0.0,S1,11,51,True,0,10.8054,True
0.0,S1,11,52,True,0,11.5445,True
0.0,S1,11,53,True,0,19.8228,True
0.0,S1,11,54,True,0,14.211,True
0.0,S1,11,55,True,0,12.8707,True
0.0,S1,11,56,True,0,12.4224,True
0.0,S1,11,57,True,0,16.1657,True
0.0,S1,11,58,True,0,9.0115,True
0.0,S1,11,59,True,0,14.2481,True
0.0,S1,11,60,True,0,12.7704,True
0.0,S1,11,61,True,0,11.6533,True
0.0,S1,11,62,True,0,11.1749,True
0.0,S1,11,63,True,0,13.5434,True
0.0,S1,11,64,True,0,9.0402,True
0.0,S1,11,65,True,0,11.7207,True
0.0,S1,11,66,True,0,15.3003,True
0.0,S1,11,67,True,0,12.4257,True
0.0,S1,11,68,True,0,11.4981,True
0.0,S1,11,69,True,0,13.3464,True
0.0,S1,11,70,True,0,13.6182,True
0.0,S1,11,71,True,0,11.0523,True
0.0,S1,11,72,True,0,9.3688,True
0.0,S1,11,73,True,0,12.4345,True
0.0,S1,11,74,True,0,13.1372,True
0.0,S1,11,75,True,0,12.2859,True
0.0,S1,11,76,True,0,16.2275,True
0.0,S1,11,77,True,0,12.1237,True
0.0,S1,11,78,True,0,12.2323,True
0.0,S1,11,79,True,0,13.05,True
0.0,S1,11,80,True,0,15.0104,True
0.0,S1,11,81,True,0,14.6252,True
0.0,S1,11,82,True,0,10.4249,True
0.0,S1,11,83,True,0,13.5875,True
0.0,S1,11,84,True,0,12.1891,True
0.0,S1,11,85,True,0,11.4109,True
0.0,S1,11,86,True,0,7.8301,True
0.0,S1,11,87,True,0,13.0253,True
0.0,S1,11,88,True,0,14.0381,True
0.0,S1,11,89,True,0,15.9933,True
0.0,S1,11,90,True,1,16.8582,True
0.0,S1,11,91,True,0,18.1398,True
0.0,S1,11,92,True,0,18.1363,True
0.0,S1,11,93,True,0,10.8304,True
0.0,S1,11,94,True,0,10.8218,True
0.0,S1,11,95,True,0,14.9423,True
0.0,S1,11,96,True,0,9.488,True
0.0,S1,11,97,True,0,13.7286,True
0.0,S1,11,98,True,0,14.7208,True
0.0,S1,11,99,True,0,13.2536,True
0.0,S3,0,0,True,0,5.7812,True
0.0,S3,0,1,True,0,6.853,True
0.0,S3,0,2,True,2,7.7553,True
0.0,S3,0,3,True,3,10.9879,True
0.0,S3,0,4,True,2,12.7097,True
0.0,S3,0,5,True,0,11.983,True
0.0,S3,0,6,True,0,10.6294,True
0.0,S3,0,7,True,0,9.9057,True
0.0,S3,0,8,True,2,7.5222,True
0.0,S3,0,9,True,2,16.2298,True
0.0,S3,0,10,True,0,10.9582,True
0.0,S3,0,11,True,0,11.6178,True
0.0,S3,0,12,True,0,9.8379,True
0.0,S3,0,13,True,9,9.2505,True
0.0,S3,0,14,True,3,8.1695,True
0.0,S3,0,15,True,3,8.0975,True
0.0,S3,0,16,True,0,9.2882,True
0.0,S3,0,17,True,0,10.5154,True
0.0,S3,0,18,True,0,6.9582,True
0.0,S3,0,19,True,0,5.2017,True
0.0,S3,0,20,True,0,10.9329,True
0.0,S3,0,21,True,0,7.9792,True
0.0,S3,0,22,True,3,8.3597,True
0.0,S3,0,23,True,0,5.8737,True
0.0,S3,0,24,True,0,7.3759,True
0.0,S3,0,25,True,5,10.5057,True
0.0,S3,0,26,True,0,8.8575,True
0.0,S3,0,27,True,1,8.7411,True
0.0,S3,0,28,True,0,6.3911,True
0.0,S3,0,29,True,0,7.6898,True
0.0,S3,0,30,True,0,7.9227,True
0.0,S3,0,31,True,0,8.7628,True
0.0,S3,0,32,True,0,8.6398,True
0.0,S3,0,33,True,0,11.0389,True
0.0,S3,0,34,True,0,7.89,True
0.0,S3,0,35,True,0,11.8764,True
0.0,S3,0,36,True,0,8.8116,True
0.0,S3,0,37,True,2,6.9745,True
0.0,S3,0,38,True,5,8.6641,True
0.0,S3,0,39,True,0,11.0774,True
0.0,S3,0,40,True,0,10.5915,True
0.0,S3,0,41,True,0,9.682,True
0.0,S3,0,42,True,0,6.4303,True
0.0,S3,0,43,True,0,7.7839,True
0.0,S3,0,44,True,0,10.2811,True
0.0,S3,0,45,True,0,11.0984,True
0.0,S3,0,46,True,0,7.6017,True
0.0,S3,0,47,True,0,9.393,True
0.0,S3,0,48,True,0,12.6528,True
0.0,S3,0,49,True,0,10.1605,True
0.0,S3,0,50,True,0,10.7803,True
0.0,S3,0,51,True,0,10.6297,True
0.0,S3,0,52,True,0,7.4331,True
0.0,S3,0,53,True,0,9.1687,True
0.0,S3,0,54,True,0,8.5037,True
0.0,S3,0,55,True,0,8.765,True
0.0,S3,0,56,True,0,8.9525,True
0.0,S3,0,57,True,0,8.7761,True
0.0,S3,0,58,True,0,8.1767,True
0.0,S3,0,59,True,0,10.6471,True
0.0,S3,0,60,True,0,9.4107,True
0.0,S3,0,61,True,0,10.997,True
0.0,S3,0,62,True,0,7.6433,True
0.0,S3,0,63,True,0,9.5909,True
0.0,S3,0,64,True,0,13.329,True
0.0,S3,0,65,True,0,10.6018,True
0.0,S3,0,66,True,0,8.0405,True
0.0,S3,0,67,True,2,8.5598,True
0.0,S3,0,68,True,0,12.6172,True
0.0,S3,0,69,True,0,8.1883,True
0.0,S3,0,70,True,2,8.7593,True
